corpus_unit_id,passage_text,plant_name,chemical_name,text,label
69,"While our survey reveals some positive points, especially a reduction in illegal drug use, several negative observations appeared, including combined use of cannabis and benzodiazepines, inadequate screening, and misuse of BMD.",cannabis,benzodiazepines,"Relation of cannabis and benzodiazepines on While our survey reveals some positive points, especially a reduction in illegal drug use, several negative observations appeared, including combined use of cannabis and benzodiazepines, inadequate screening, and misuse of BMD.",Negative
70,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,labdane diterpene glucoside,"Relation of Curcuma mangga and labdane diterpene glucoside on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
71,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,curcumanggoside,"Relation of Curcuma mangga and curcumanggoside on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
72,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,"labda-8(17),12-diene-15,16-dial","Relation of Curcuma mangga and labda-8(17),12-diene-15,16-dial on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
73,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,calcaratarin A,"Relation of Curcuma mangga and calcaratarin A on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
74,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,zerumin B,"Relation of Curcuma mangga and zerumin B on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
75,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,scopoletin,"Relation of Curcuma mangga and scopoletin on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
76,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,demethoxycurcumin,"Relation of Curcuma mangga and demethoxycurcumin on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
77,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,bisdemethoxycurcumin,"Relation of Curcuma mangga and bisdemethoxycurcumin on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
78,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,"1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one","Relation of Curcuma mangga and 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
79,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,curcumin,"Relation of Curcuma mangga and curcumin on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
80,"A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Curcuma mangga,p-hydroxycinnamic acid,"Relation of Curcuma mangga and p-hydroxycinnamic acid on A new labdane diterpene glucoside, curcumanggoside (1), together with nine known compounds, including labda-8(17),12-diene-15,16-dial (2), calcaratarin A (3), zerumin B (4), scopoletin, demethoxycurcumin, bisdemethoxycurcumin, 1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one, curcumin, and p-hydroxycinnamic acid, have been isolated from the rhizomes of Curcuma mangga.",Positive
81,"The combined effects of lucerne (Medicago sativa L.) extract supplementation and ammonia treatment of rice straw (Oryza sativa, variety Thaibonnet) on the ruminal digestion of cell wall components were investigated in six continuous culture systems using a randomised complete block design.",lucerne,ammonia,"Relation of lucerne and ammonia on The combined effects of lucerne (Medicago sativa L.) extract supplementation and ammonia treatment of rice straw (Oryza sativa, variety Thaibonnet) on the ruminal digestion of cell wall components were investigated in six continuous culture systems using a randomised complete block design.",Negative
82,"The combined effects of lucerne (Medicago sativa L.) extract supplementation and ammonia treatment of rice straw (Oryza sativa, variety Thaibonnet) on the ruminal digestion of cell wall components were investigated in six continuous culture systems using a randomised complete block design.",Medicago sativa L,ammonia,"Relation of Medicago sativa L and ammonia on The combined effects of lucerne (Medicago sativa L.) extract supplementation and ammonia treatment of rice straw (Oryza sativa, variety Thaibonnet) on the ruminal digestion of cell wall components were investigated in six continuous culture systems using a randomised complete block design.",Negative
